date,slot,start,end,issue_hour,price_yuan_per_kwh,original_kwh,adjusted_kwh,increase_kwh,decrease_kwh,charge_kwh,discharge_kwh,energy_before_kwh,energy_after_kwh,load_kwh,pv_kwh,forecast_net_kwh,net_supply_kwh,emergency_kwh,dump_kwh,planned_cost_yuan,increase_cost_yuan,cancellation_refund_yuan,breach_cost_yuan,adjustment_net_yuan,emergency_cost_yuan,total_cost_yuan
2025-02-01,0,00:00,00:10,0,0.3281,440.31865916666663,440.31865916666663,0.0,0.0,0.0,0.0,6000.0,6000.0,422.0303666666667,0.0,435.8275524999999,440.31865916666663,0.0,18.288292499999955,144.46855207258332,0.0,0.0,0.0,0.0,0.0,144.46855207258332
2025-02-01,1,00:10,00:20,0,0.3257,1285.8832580555556,1285.8832580555556,0.0,0.0,833.3333333333334,0.0,6000.0,6790.569415042095,415.4073166666667,0.0,442.0721480555555,452.5499247222223,0.0,37.14260805555557,418.81217714869445,0.0,0.0,0.0,0.0,0.0,418.81217714869445
2025-02-01,2,00:20,00:30,0,0.3041,1300.428638888889,1300.428638888889,0.0,0.0,833.3333333333334,0.0,6790.569415042095,7581.13883008419,410.7166666666667,0.0,462.01697222222225,467.0953055555557,0.0,56.378638888888986,395.46034908611114,0.0,0.0,0.0,0.0,0.0,395.46034908611114
2025-02-01,3,00:30,00:40,0,0.3126,1287.3238266666667,1287.3238266666667,0.0,0.0,833.3333333333334,0.0,7581.13883008419,8371.708245126285,430.29479999999995,0.0,452.5107516666667,453.99049333333335,0.0,23.695693333333395,402.417428216,0.0,0.0,0.0,0.0,0.0,402.417428216
2025-02-01,4,00:40,00:50,0,0.3286,1294.4990041666667,1294.4990041666667,0.0,0.0,833.3333333333334,0.0,8371.708245126285,9162.27766016838,424.4105833333333,0.0,458.49117083333334,461.16567083333337,0.0,36.75508750000006,425.3723727691667,0.0,0.0,0.0,0.0,0.0,425.3723727691667
2025-02-01,5,00:50,01:00,0,0.3438,495.8574166666667,495.8574166666667,0.0,0.0,0.0,0.0,9162.27766016838,9162.27766016838,406.0516666666667,0.0,482.1330833333334,495.8574166666667,0.0,89.80575000000005,170.47577985,0.0,0.0,0.0,0.0,0.0,170.47577985
2025-02-01,6,01:00,01:10,0,0.3704,490.91939638888874,490.91939638888874,0.0,0.0,0.0,0.0,9162.27766016838,9162.27766016838,436.7501833333333,0.0,476.86912805555545,490.91939638888874,0.0,54.16921305555542,181.8365444224444,0.0,0.0,0.0,0.0,0.0,181.8365444224444
2025-02-01,7,01:10,01:20,0,0.3746,472.1822094444444,472.1822094444444,0.0,0.0,0.0,0.0,9162.27766016838,9162.27766016838,451.7976833333333,0.0,462.6185052777778,472.1822094444444,0.0,20.384526111111143,176.87945565788888,0.0,0.0,0.0,0.0,0.0,176.87945565788888
2025-02-01,8,01:20,01:30,0,0.3606,1308.9345555555556,1308.9345555555556,0.0,0.0,833.3333333333334,0.0,9162.27766016838,9952.847075210475,446.08,0.0,464.57222222222214,475.6012222222222,0.0,29.521222222222207,472.0018007333333,0.0,0.0,0.0,0.0,0.0,472.0018007333333
2025-02-01,9,01:30,01:40,0,0.3582,486.9058858333333,486.9058858333333,0.0,0.0,0.0,0.0,9952.847075210475,9952.847075210475,471.7663333333333,0.0,486.9058858333333,486.9058858333333,0.0,15.13955249999998,174.4096883055,0.0,0.0,0.0,0.0,0.0,174.4096883055
2025-02-01,10,01:40,01:50,0,0.3041,500.35562333333337,500.35562333333337,0.0,0.0,0.0,0.0,9952.847075210475,9952.847075210475,448.02596666666665,0.0,499.14363444444444,500.35562333333337,0.0,52.32965666666672,152.15814505566667,0.0,0.0,0.0,0.0,0.0,152.15814505566667
2025-02-01,11,01:50,02:00,0,0.2537,1335.7976944444445,1335.7976944444445,0.0,0.0,833.3333333333334,0.0,9952.847075210475,10743.41649025257,397.40333333333336,0.0,488.0205277777777,502.4643611111111,0.0,105.06102777777772,338.8918750805555,0.0,0.0,0.0,0.0,0.0,338.8918750805555
2025-02-01,12,02:00,02:10,0,0.3346,538.7838307138504,538.7838307138504,0.0,0.0,59.64425626940595,0.0,10743.41649025257,10800.0,434.0906333333333,0.0,470.7911111111111,479.13957444444446,0.0,45.04894111111116,180.27706975685436,0.0,0.0,0.0,0.0,0.0,180.27706975685436
